Search Condition
State,Not Specified
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Density,,,,Common,,
OR,Young's Modulus,,,,Common,,
OR,Vickers Hardness,,,,Common,,
OR,Fracture Toughness,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,350000,500000
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, Thermal Treatment, Bulk Density ( g/cm3 ), Density (Miscell) ( g/cm3 ), Density at RT ( g/cm3 ), Young's Modulus (Miscell) ( GPa ), Young's Modulus at <0C ( GPa ), Young's Modulus at RT ( GPa ), Fracture Toughness ( MPa.m1/2 ), Vickers Hardness (Typical) ( MPa ), Vickers Hardness 50g ( MPa ), Vickers Hardness 100g ( MPa ), Vickers Hardness 200g ( MPa ), Vickers Hardness 500g ( MPa ), Vickers Hardness (Miscell) ( MPa )
17644, GJ05-394280, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.56, , , , , , , , , , 
17645, GJ05-394281, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.23, , , , , , , , , , 
17646, GJ05-394282, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.27, , , , , , , , , , 
17647, GJ05-394283, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.35, , , , , , , , , , 
17648, GJ05-394284, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.37, , , , , , , , , , 
17649, GJ05-394285, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.34, , , , , , , , , , 
17650, GJ05-394286, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.19, , , , , , , , , , 
17651, GJ05-394287, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.22, , , , , , , , , , 
17652, GJ05-394288, Int. J. Applied Glass Science, 2019, v. 010  p. 0151, annealed at Tg-40C for 10h., , , 2.27, , , , , , , , , , 
17653, GJ20-394289, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.44, , , , , , , , , , 
17654, GJ20-394290, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.5, , , , , , , , , , 
17655, GJ20-394291, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.55, , , , , , , , , , 
17656, GJ20-394292, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.47, , , , , , , , , , 
17657, GJ20-394293, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.52, , , , , , , , , , 
17658, GJ20-394294, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.57, , , , , , , , , , 
17659, GJ20-394295, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.5, , , , , , , , , , 
17660, GJ20-394296, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.55, , , , , , , , , , 
17661, GJ20-394297, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.59, , , , , , , , , , 
17662, GJ20-394298, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.53, , , , , , , , , , 
17663, GJ20-394299, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.59, , , , , , , , , , 
17664, GJ20-394300, Int. J. Applied Glass Science, 2019, v. 010  p. 0162, annealed at Tg+30-50C for 1h., , , 2.64, , , , , , , , , , 
17665, GJ10-394318, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.48, , , , , , , , , , 
17666, GJ10-394319, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.5, , , , , , , , , , 
17667, GJ10-394320, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.51, , , , , , , , , , 
17668, GJ10-394321, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.53, , , , , , , , , , 
17669, GJ10-394322, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.54, , , , , , , , , , 
17670, GJ10-394323, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.41, , , , , , , , , , 
17671, GJ10-394324, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.45, , , , , , , , , , 
17672, GJ10-394325, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.47, , , , , , , , , , 
17673, GJ10-394326, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.08, , , , , , , , , , 
17674, GJ10-394327, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.13, , , , , , , , , , 
17675, GJ10-394328, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 4.15, , , , , , , , , , 
17676, GJ10-394329, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 3.75, , , , , , , , , , 
17677, GJ10-394330, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 3.82, , , , , , , , , , 
17678, GJ10-394331, Int. J. Applied Glass Science, 2019, v. 010  p. 0181, , , , 3.88, , , , , , , , , , 
17679, GJ03-394349, Int. J. Applied Glass Science, 2019, v. 010  p. 0259, annealed at 500C, , , 2.87, , , , , , , , , , 
17680, GJ03-394351, Int. J. Applied Glass Science, 2019, v. 010  p. 0259, annealed at 500C, , , 2.86, , , , , , , , , , 
17681, GJ03-394353, Int. J. Applied Glass Science, 2019, v. 010  p. 0259, annealed at 500C, , , 2.85, , , , , , , , , , 
17682, GJ03-394355, Int. J. Applied Glass Science, 2019, v. 010  p. 0259, annealed at 500C, , , 2.68, , , , , , , , , , 
17683, XJ02-394361, Int. J. Applied Glass Science, 2019, v. 010  p. 0330, 500C 30min + 750C 60min, , , , , , , 2.1, , , , , , 
17684, XJ02-394362, Int. J. Applied Glass Science, 2019, v. 010  p. 0330, 500C 30min + 750C 60min, , , , , , , 2.1, , , , , , 
17685, XJ02-394363, Int. J. Applied Glass Science, 2019, v. 010  p. 0330, 510C 30min + 750C 60min, , , , , , , 1.9, , , , , , 
17686, GJ10-394364, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 3.32, , , , , , , , , , 
17687, GJ10-394365, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 3.51, , , , , , , , , , 
17688, GJ10-394366, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 3.51, , , , , , , , , , 
17689, GJ10-394367, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 3.49, , , , , , , , , , 
17690, GJ10-394368, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 3.64, , , , , , , , , , 
17691, GJ10-394369, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 3.77, , , , , , , , , , 
17692, GJ10-394370, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 3.95, , , , , , , , , , 
17693, GJ10-394371, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 4.09, , , , , , , , , , 
17694, GJ10-394372, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 4.36, , , , , , , , , , 
17695, GJ10-394373, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 4.59, , , , , , , , , , 
17696, GJ10-394374, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 4.86, , , , , , , , , , 
17697, GJ10-394375, Int. J. Applied Glass Science, 2019, v. 010  p. 0339, annealed at 400-450C for 1h., , , 5.03, , , , , , , , , , 
17698, GJ02-394376, Int. J. Applied Glass Science, 2019, v. 010  p. 0349, annealed at Tg for 120min., , , 2.529, , , , , 5500.0, 7000.0, 5500.0, , , 
17699, GJ02-394377, Int. J. Applied Glass Science, 2019, v. 010  p. 0349, annealed at Tg for 120min., , , 2.518, , , , , 5400.0, 7100.0, 5400.0, , , 
17700, GJ02-394378, Int. J. Applied Glass Science, 2019, v. 010  p. 0349, annealed at Tg for 120min., , , 2.517, , , , , 5500.0, 7300.0, 5500.0, , , 
17701, GJ02-394379, Int. J. Applied Glass Science, 2019, v. 010  p. 0349, annealed at Tg for 120min., , , 2.515, , , , , 5300.0, 6700.0, 5300.0, , , 
17702, GJ02-394380, Int. J. Applied Glass Science, 2019, v. 010  p. 0349, annealed at Tg for 120min., , , 2.497, , , , , 4800.0, 5500.0, 4800.0, , , 
17703, GJ02-394381, Int. J. Applied Glass Science, 2019, v. 010  p. 0349, annealed at Tg for 120min., , , 2.696, , , , , 5200.0, 6200.0, 5200.0, , , 
17704, GJ02-394382, Int. J. Applied Glass Science, 2019, v. 010  p. 0349, annealed at Tg for 120min., , , 2.847, , , , , 4800.0, 6200.0, 4800.0, , , 
17705, GJ10-394383, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.16, , , , , 3900.0, 3900.0, , , , 
17706, GJ10-394384, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.16, , , , , 4200.0, 4200.0, , , , 
17707, GJ05-394385, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.18, , , , , 4400.0, 4400.0, , , , 
17708, GJ05-394386, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.24, , , , , 5600.0, 5600.0, , , , 
17709, GJ05-394387, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.25, , , , , 6100.0, 6100.0, , , , 
17710, GJ05-394388, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.32, , , , , 6100.0, 6100.0, , , , 
17711, GJ05-394389, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.34, , , , , 6600.0, 6600.0, , , , 
17712, GJ05-394390, Int. J. Applied Glass Science, 2019, v. 010  p. 0363, annealed at 500C for 24h., , , 2.35, , , , , 6500.0, 6500.0, , , , 
17713, GJ20-394391, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.595, , , , , , , , , , 
17714, GJ20-394392, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.68, , , , , , , , , , 
17715, GJ20-394393, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.77, , , , , , , , , , 
17716, GJ20-394394, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.84, , , , , , , , , , 
17717, GJ20-394395, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.92, , , , , , , , , , 
17718, GJ20-394396, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.595, , , , , , , , , , 
17719, GJ20-394397, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.69, , , , , , , , , , 
17720, GJ20-394398, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.755, , , , , , , , , , 
17721, GJ20-394399, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.845, , , , , , , , , , 
17722, GJ20-394400, Int. J. Applied Glass Science, 2019, v. 010  p. 0378, annealed at 350C for 1h., , , 2.92, , , , , , , , , , 
17723, GJ10-394460, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 0677, annealed at 300C for 3h., , , 2.38, , , , , , , , , , 
17724, GJ10-394461, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 0677, annealed at 300C for 3h., , , 2.43, , , , , , , , , , 
17725, GJ10-394462, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 0677, annealed at 300C for 3h., , , 2.48, , , , , , , , , , 
17726, GJ10-394463, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 0677, annealed at 300C for 3h., , , 2.51, , , , , , , , , , 
17727, GJ10-394464, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 0677, annealed at 300C for 3h., , , 2.58, , , , , , , , , , 
17728, GJ10-394465, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 0677, annealed at 300C for 3h., , , 2.65, , , , , , , , , , 
17729, XJ03-394476, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3663, sintered at 820C, , , 2.8295, , , , , , , , , , 
17730, XJ03-394477, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3663, sintered at 820C, , , 2.8688, , , , , , , , , , 
17731, XJ03-394478, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3663, sintered at 820C, , , 2.8825, , , , , , , , , , 
17732, XJ03-394479, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3663, sintered at 820C, , , 2.8567, , , , , , , , , , 
17733, XJ03-394480, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3663, sintered at 820C, , , 2.851, , , , , , , , , , 
17734, XJ03-394481, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3663, sintered at 820C, , , 2.8221, , , , , , , , , , 
17735, GJ03-394485, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3871, , , , 2.46, , , , , 5635.0, , , , 5635.0, 
17736, GJ03-394486, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3871, , , , 2.57, , , , , 5713.4, , , , 5713.4, 
17737, GJ03-394487, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 3871, , , , 2.7, , , , , 6252.4, , , , 6252.4, 
17738, XJ03-394491, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 5902, sintered at 825C., , , 2.35, , , , , , , , , , 
17739, XJ03-394493, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 5902, sintered at 825C., , , 2.3, , , , , , , , , , 
17740, XJ03-394494, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 5902, sintered at 825C., , , 2.45, , , , , , , , , , 
17741, XJ03-394497, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 5902, sintered at 825C., , , 2.5, , , , , , , , , , 
17742, XJ03-394499, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 5902, sintered at 825C., , , 2.6, , , , , , , , , , 
17743, XJ03-394501, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 5902, sintered at 825C., , , 1.8, , , , , , , , , , 
17744, GJ28-394502, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 5.3118, , , , , , , , , , 
17745, GJ28-394503, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 5.3296, , , , , , , , , , 
17746, GJ28-394504, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 5.3876, , , , , , , , , , 
17747, GJ28-394505, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 5.4134, , , , , , , , , , 
17748, GJ28-394506, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 5.488, , , , , , , , , , 
17749, GJ28-394507, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 4.4673, , , , , , , , , , 
17750, GJ28-394508, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 4.5775, , , , , , , , , , 
17751, GJ28-394509, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 4.7138, , , , , , , , , , 
17752, GJ28-394510, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 4.8219, , , , , , , , , , 
17753, GJ28-394511, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6378, annealed at 400C for 2h., , , 4.9705, , , , , , , , , , 
17754, GJ28-394512, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6963, annealed at 250C., , , 5.05, , , , , , , , , , 
17755, GJ28-394513, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6963, annealed at 250C., , , 5.16, , , , , , , , , , 
17756, GJ28-394514, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6963, annealed at 250C., , , 5.28, , , , , , , , , , 
17757, GJ28-394515, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6963, annealed at 250C., , , 5.4, , , , , , , , , , 
17758, GJ28-394516, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6963, annealed at 250C., , , 5.45, , , , , , , , , , 
17759, GJ28-394517, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 6963, annealed at 250C., , , 5.2, , , , , , , , , , 
17760, GJ28-394531, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 8920, annealed at 360C for 60min., , , 5.703, , , , , , , , , , 
17761, GJ28-394532, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 8920, annealed at 360C for 60min., , , 5.704, , , , , , , , , , 
17762, GJ28-394533, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 8920, annealed at 360C for 60min., , , 5.709, , , , , , , , , , 
17763, GJ28-394534, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 8920, annealed at 360C for 60min., , , 5.697, , , , , , , , , , 
17764, GJ02-394544, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12054, annealed at 350-500C., , , 2.8555, , , , , , , , , , 
17765, GJ02-394545, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12054, annealed at 350-500C., , , 2.7741, , , , , , , , , , 
17766, GJ02-394546, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12054, annealed at 350-500C., , , 2.7262, , , , , , , , , , 
17767, GJ20-394555, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12140, annealed at 623K for 3min., , , 2.52, , , 50.65, , 3880.0, , , , , 3880.0
17768, GJ20-394556, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12140, annealed at 623K for 3min., , , 2.72, , , 52.84, , 4020.0, , , , , 4020.0
17769, GJ20-394557, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12140, annealed at 623K for 3min., , , 2.98, , , 56.53, , 4100.0, , , , , 4100.0
17770, GJ20-394558, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12140, annealed at 623K for 3min., , , 3.27, , , 60.32, , 4260.0, , , , , 4260.0
17771, GJ20-394559, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12140, annealed at 623K for 3min., , , 3.5, , , 62.98, , 4430.0, , , , , 4430.0
17772, GJ20-394560, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 12140, annealed at 623K for 3min., , , 4.16, , , 73.08, , 4960.0, , , , , 4960.0
17773, GJ03-394562, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 13543, , , , 2.5, , , , , , , , , , 
17774, GJ03-394563, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 13543, , , , 3.51, , , , , , , , , , 
17775, GJ10-394568, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 13939, , , , 5.584, , , , , , , , , , 
17776, XJ03-394569, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 920C for 15min, 2.34, , , , , , , , , , , , 
17777, XJ03-394570, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 900C for 15min, 2.41, , , , , , , , , , , , 
17778, XJ03-394571, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 850C for 15min, 2.42, , , , , , , , , , , , 
17779, XJ03-394572, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 880C for 15min, 2.4, , , , , , , , , , , , 
17780, XJ03-394573, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 900C for 15min, 2.38, , , , , , , , , , , , 
17781, XJ03-394574, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 920C for 15min, 2.34, , , , , , , , , , , , 
17782, XJ03-394575, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 820C for 15min, 2.42, , , , , , , , , , , , 
17783, XJ03-394576, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 880C for 15min, 2.4, , , , , , , , , , , , 
17784, XJ03-394577, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 900C for 15min, 2.41, , , , , , , , , , , , 
17785, XJ03-394578, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 14053, sintered at 920C for 15min, 2.42, , , , , , , , , , , , 
17786, GJ28-394579, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 15156, annealed at 310-350C for 60min., , , 4.692, , , , , , , , , , 
17787, GJ28-394580, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 15156, annealed at 310-350C for 60min., , , 4.701, , , , , , , , , , 
17788, GJ28-394581, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 15156, annealed at 310-350C for 60min., , , 4.69, , , , , , , , , , 
17789, GJ28-394582, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 15156, annealed at 310-350C for 60min., , , 4.931, , , , , , , , , , 
17790, GJ28-394583, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 15156, annealed at 310-350C for 60min., , , 4.877, , , , , , , , , , 
17791, GJ28-394584, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 15156, annealed at 310-350C for 60min., , , 4.871, , , , , , , , , , 
17792, GJ20-394591, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 2.8, , , , , , , , , , 
17793, GJ20-394592, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 2.7, , , , , , , , , , 
17794, GJ20-394593, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 2.7, , , , , , , , , , 
17795, GJ20-394594, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 2.7, , , , , , , , , , 
17796, GJ20-394595, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 2.9, , , , , , , , , , 
17797, GJ20-394596, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 3.0, , , , , , , , , , 
17798, GJ20-394597, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 3.0, , , , , , , , , , 
17799, GJ20-394598, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16774, , , , 2.8, , , , , , , , , , 
17800, GJ40-394612, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16798, annealed at 200C for 2h., , , 5.377, , , , , , , , , , 
17801, GJ40-394613, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16798, annealed at 200C for 2h., , , 5.479, , , , , , , , , , 
17802, GJ40-394614, J. Mater. Sci.: Materials in Electronics, 2019, v. 030  p. 16798, annealed at 200C for 2h., , , 5.562, , , , , , , , , , 
