Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Fracture Toughness,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Rb2O, Ag2O, Cs2O, MnO, CoO, CuO, ZnO, SrO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Nd2O3, Gd2O3, Bi2O3, TiO2, MnO2, GeO2, ZrO2, CeO2, SnO2, TeO2, P2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, H2O, Sm2O3, Eu2O3, Tb2O3, Er2O3, Yb2O3, Pr2O3, R2O, RO, R2O3, LiF, NaF, KF, MgF2, CaF2, SrF2, BaF2, ZnF2, AlF3, KHF2, BaCl2, Li, B, N, O, F, Na, Mg, Al, Si, P, Cl, K, Ca, Ti, V, Cr, Mn, Fe, Cu, Zn, As, Sr, Y, Sb, Ba, Ce, Nd, Er, Yb, Pt, Pb, Bi, Sr(PO3)2, Ca3(PO4)2, NaPO3, Zn(PO3)2, CaAl2Si2O8, AlN, SiC, Si3N4, Organic Compound, 2MgO-2Al2O3-5SiO2, Others, Fracture Toughness ( MPa.m1/2 )
1520, GP02-299800, US Patent    Central Glass (J), 2010, A0273635, 66.56, , 1.02, 15.96, 3.49, 0.04, , 2.96, 7.48, , , , , , , , 1.0, , , , , , , , , , , , , , , , 1.49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.76
1521, GP02-300043, European Patent    Central Glass (J), 2010, A2233445, 68.29, , 0.72, 15.48, 1.53, 0.04, , 4.05, 8.12, , , , , , , , 0.53, , , , , , , , , , , , , , , , 1.24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.79
1522, GP02-300044, European Patent    Central Glass (J), 2010, A2233445, 66.99, , 0.55, 15.96, 2.1, 0.04, , 3.09, 7.16, , , , , , , , 1.85, , , , , , , , , , , , , , , , 2.26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.77
1523, GP02-300045, European Patent    Central Glass (J), 2010, A2233445, 67.94, , 0.72, 16.81, 0.22, 0.04, , 4.04, 8.81, , , , , , , , 0.18, , , , , , , , , , , , , , , , 1.24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.79
1524, GP02-300046, European Patent    Central Glass (J), 2010, A2233445, 66.53, , 0.78, 16.51, 3.05, 0.04, , 2.86, 8.04, , , , , , , , 1.0, , , , , , , , , , , , , , , , 1.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
1525, GP02-300047, European Patent    Central Glass (J), 2010, A2233445, 65.58, , 0.78, 16.24, 2.95, 0.04, , 4.54, 6.76, , , , , , , , 1.42, , , , , , , , , , , , , , , , 1.69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
1526, GP02-300048, European Patent    Central Glass (J), 2010, A2233445, 67.49, , 1.03, 15.03, 2.54, 0.04, , 3.79, 4.27, , , , , , , , 4.3, , , , , , , , , , , , , , , , 1.51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.72
1527, GP02-300049, European Patent    Central Glass (J), 2010, A2233445, 68.55, , 0.72, 15.44, 2.28, 0.04, , 3.54, 7.25, , , , , , , , 0.94, , , , , , , , , , , , , , , , 1.24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.82
1528, GP02-300050, European Patent    Central Glass (J), 2010, A2233445, 67.47, , 1.03, 14.98, 2.53, 0.04, , 4.28, 4.78, , , , , , , , 3.39, , , , , , , , , , , , , , , , 1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.71
1529, GP02-300051, European Patent    Central Glass (J), 2010, A2233445, 65.62, , 1.32, 15.37, 3.06, 0.04, , 5.64, 5.73, , , , , , , , 1.48, , , , , , , , , , , , , , , , 1.74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.67
1530, GP02-300052, European Patent    Central Glass (J), 2010, A2233445, 66.56, , 1.02, 15.96, 3.49, 0.04, , 2.96, 7.48, , , , , , , , 1.0, , , , , , , , , , , , , , , , 1.49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.76
1531, GP02-301050, Japanese Patent    Ohara Inc. (J), 2011, A040144, 63.93, 0.9, 4.89, 3.09, 1.11, , 10.44, 6.04, 0.66, , , , , , , , , , , , , , , , , , , , , 5.46, , , 2.02, 0.14, , , 1.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6
1532, GP06-301051, Japanese Patent    Ohara Inc. (J), 2011, A040144, 57.82, , 11.05, 9.87, 2.36, , , 4.28, , , , , , , , 9.77, , , , , , , , , , , , , , 4.15, , , , 0.23, , , 0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
1533, GP02-301057, Japanese Patent    Ohara Inc. (J), 2011, A040145, 63.93, 0.9, 4.89, 3.09, 1.11, , 10.44, 6.04, 0.66, , , , , , , , , , , , , , , , , , , , , 5.46, , , 2.02, 0.14, , , 1.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6
1534, GP06-301058, Japanese Patent    Ohara Inc. (J), 2011, A040145, 57.82, , 11.05, 9.87, 2.36, , , 4.28, , , , , , , , 9.77, , , , , , , , , , , , , , 4.15, , , , 0.23, , , 0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
1535, GP02-301880, Japanese Patent    AGC (J), 2011, A123924, 61.9, , 13.0, 3.0, , , 10.7, 6.8, 3.0, , , , , , , , , , , , , , , , , , , , , 1.0, , , 0.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
1536, GP02-301881, Japanese Patent    AGC (J), 2011, A123924, 64.5, , 12.0, , , , 12.8, 5.5, 3.4, , , , , , , , , , , , , , , , , , , , , , , , 1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93
1537, GP02-301882, Japanese Patent    AGC (J), 2011, A123924, 72.0, , 1.1, 5.5, 8.6, , , 12.6, 0.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.78
1538, GP02-301883, Japanese Patent    AGC (J), 2011, A123924, 66.3, , 8.5, , , , 11.6, 10.9, , , , , , , , , , , , , , , , , , , , , , , , , 2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
1539, GP02-301884, Japanese Patent    AGC (J), 2011, A123924, 62.0, , 13.0, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
1540, GP02-301885, Japanese Patent    AGC (J), 2011, A123924, 62.0, , 13.0, 3.0, , , 5.0, 10.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.78
1541, GP02-301886, Japanese Patent    AGC (J), 2011, A123924, 62.0, , 13.0, 3.0, , , 5.0, 5.0, 10.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.72
1542, GP02-301887, Japanese Patent    AGC (J), 2011, A123924, 62.0, , 13.0, 3.0, , , 6.7, 6.7, 6.6, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.81
1543, GP02-301888, Japanese Patent    AGC (J), 2011, A123924, 62.0, , 13.0, 3.0, , , 7.5, 7.5, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.85
1544, GP02-301889, Japanese Patent    AGC (J), 2011, A123924, 62.0, , 13.0, 3.0, , , 9.0, 6.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.83
1545, GP02-303179, European Patent    Corning Inc. (US), 2011, A2334613, 66.15, 0.6, 10.29, 5.71, 0.58, , , 14.0, 2.45, , , , , , , , , , , , 0.008091, , , , , , , , , , , , 0.01, , 0.21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
1546, GJ05-304165, J. Ceramic Soc. Japan, 2011, v. 119  p. 000110, 70.0, 10.0, 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, 0.79
1547, GJ02-304166, J. Ceramic Soc. Japan, 2011, v. 119  p. 000110, 70.0, , , , 10.0, , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, 0.75
1548, GJ04-304167, J. Ceramic Soc. Japan, 2011, v. 119  p. 000110, 60.0, 5.0, , , , , , , , , , , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, 0.66
1549, GP03-305436, Japanese Patent    Ohara Inc. (J), 2011, A246290, 55.22, 2.87, 10.43, 10.31, 1.18, , , 4.29, , , , , , , , 10.42, , , , , , , , , , , , , , 4.58, , , , 0.23, , , 0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.7
1550, GP03-305437, Japanese Patent    Ohara Inc. (J), 2011, A246290, 52.85, 2.88, 10.17, 10.38, 1.19, 0.44, , 5.94, , , , , , , , 11.26, , , , , , , , , , , , , , 4.19, , , , 0.23, , , 0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.6
1551, GP03-305438, Japanese Patent    Ohara Inc. (J), 2011, A246290, 55.19, 2.86, 10.43, 10.31, 1.18, , , 4.29, , , , , , , 0.06, 10.41, , , , , , , , , , , , , , 4.57, , , , 0.23, , , 0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0
1552, GP03-305439, Japanese Patent    Ohara Inc. (J), 2011, A246290, 56.41, 2.93, 10.66, 10.54, 1.21, , , 2.2, , , , , , , , 10.65, , , , , , , , , , , , , , 4.68, , , , 0.23, , , 0.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.8
1553, GP03-305440, Japanese Patent    Ohara Inc. (J), 2011, A246290, 56.2, 4.72, 7.73, 8.15, 2.35, , , 6.36, , , , , , , , 9.69, , , , , , , , , , , , , , 4.11, , , , 0.23, , , 0.46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.7
1554, GP02-305471, Japanese Patent    Konica Minolta (J), 2011, A251854, 68.07, , 3.46, 3.5, 8.8, 1.84, , 1.14, 5.24, , , , , , , , , , , , , , , 1.25, 0.12, , , , , , , , 6.58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.95
1555, GP02-305472, Japanese Patent    Konica Minolta (J), 2011, A251854, 65.69, 1.92, , 5.46, 10.94, , , 2.37, 6.44, , , , , , , , 2.57, , , , , , , , , 0.82, , , , , , , 3.79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.91
1556, GP02-305473, Japanese Patent    Konica Minolta (J), 2011, A251854, 65.05, 0.93, 1.27, 4.82, 9.23, , , 6.27, 4.81, , , , , , , 3.18, , , , , , , , , , , , , , , , , 4.25, 0.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.87
1557, GP02-305474, Japanese Patent    Konica Minolta (J), 2011, A251854, 66.46, , 3.05, 3.54, 13.18, , , 3.35, 7.09, , , , , , , , , , , , , , , , , , , , , , , , 3.21, , , , , , , 0.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.16
1558, GP02-305475, Japanese Patent    Konica Minolta (J), 2011, A251854, 66.21, , 0.44, 6.49, 12.73, , , 3.39, 6.02, , , , , , , , , , , , , , , , 0.11, , , , , , , , 4.61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.85
1559, GP02-305476, Japanese Patent    Konica Minolta (J), 2011, A251854, 71.31, , , 3.33, 9.46, , , 1.19, 10.55, , , , , , , , , , , , , , , , , , , 0.78, , , , , 3.38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.05
1560, GP05-305866, US Patent    AGC (J), 2011, A0169403, 45.0, 48.0, , , , , , , 6.4, , , , , , 0.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.95
1561, GP05-305867, US Patent    AGC (J), 2011, A0169403, 45.8, 45.0, , , , , , , 6.8, , , , , , 0.4, 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.91
1562, GP05-305868, US Patent    AGC (J), 2011, A0169403, 44.0, 46.0, , , , , , , 5.0, , , , , , 1.0, , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.1
1563, GP05-305869, US Patent    AGC (J), 2011, A0169403, 41.76, 49.74, , , , , , , 5.0, , , , , , 0.5, , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.12
1564, GP05-305870, US Patent    AGC (J), 2011, A0169403, 46.74, 44.76, , , , , , , 5.0, , , , , , 0.5, , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.12
1565, GP05-305871, US Patent    AGC (J), 2011, A0169403, 45.0, 45.0, , , , , , 2.5, 3.0, , , , , , 0.5, , , , , , , , , , , , , , , , , , 4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.2
1566, GP05-305872, US Patent    AGC (J), 2011, A0169403, 41.0, 41.0, , , , , , 4.0, 6.0, , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.74
1567, GP05-305873, US Patent    AGC (J), 2011, A0169403, 46.5, 47.0, , , , , , 3.0, 3.0, , , , , , 0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.98
1568, GP02-305913, US Patent, 2011, A0201490, 63.94, 11.99, 5.99, , , , , 17.98, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.64
1569, GP02-305914, US Patent, 2011, A0201490, 63.94, 8.99, 8.99, , , , , 17.98, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.66
1570, GP02-305915, US Patent, 2011, A0201490, 63.93, 3.0, 14.99, , , , , 17.98, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.69
1571, GP02-305916, US Patent, 2011, A0201490, 63.93, 8.99, 11.99, , , , , 14.99, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.73
1572, GP02-305917, US Patent, 2011, A0201490, 63.93, 8.99, 13.49, , , , , 13.49, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.77
1573, GP02-306218, US Patent    AGC (J), 2011, A0312483, 61.9, , 13.0, 3.0, , , 10.7, 6.8, 3.0, , , , , , , , , , , , , , , , , , , , , 1.0, , , 0.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
1574, GP02-306219, US Patent    AGC (J), 2011, A0312483, 64.5, , 12.0, , , , 12.8, 5.5, 3.4, , , , , , , , , , , , , , , , , , , , , , , , 1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93
1575, GP02-306220, US Patent    AGC (J), 2011, A0312483, 62.0, , 13.0, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
1576, GP02-306221, US Patent    AGC (J), 2011, A0312483, 63.5, , 11.5, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.87
1577, GP02-306222, US Patent    AGC (J), 2011, A0312483, 65.0, , 10.0, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
1578, GP02-306223, US Patent    AGC (J), 2011, A0312483, 65.0, , 10.0, 3.0, 4.0, , 8.0, 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
1579, GP02-306224, US Patent    AGC (J), 2011, A0312483, 62.0, , 13.0, 3.0, , , 6.7, 6.7, 6.6, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.81
1580, GP02-306225, US Patent    AGC (J), 2011, A0312483, 62.0, , 13.0, 3.0, , , 5.0, 10.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.78
1581, GP02-306226, US Patent    AGC (J), 2011, A0312483, 62.0, , 13.0, 3.0, , , 5.0, 5.0, 10.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.72
1582, GP02-306227, US Patent    AGC (J), 2011, A0312483, 68.0, , 7.0, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.82
1583, GP02-306410, European Patent    AGC (J), 2011, A2397449, 61.9, , 13.0, 3.0, , , 10.7, 6.8, 3.0, , , , , , , , , , , , , , , , , , , , , 1.0, , , 0.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
1584, GP02-306411, European Patent    AGC (J), 2011, A2397449, 64.5, , 12.0, , , , 12.8, 5.5, 3.4, , , , , , , , , , , , , , , , , , , , , , , , 1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93
1585, GP02-306412, European Patent    AGC (J), 2011, A2397449, 62.0, , 13.0, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
1586, GP02-306413, European Patent    AGC (J), 2011, A2397449, 63.5, , 11.5, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.87
1587, GP02-306414, European Patent    AGC (J), 2011, A2397449, 65.0, , 10.0, 3.0, , , 10.0, 5.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
1588, GP02-306415, European Patent    AGC (J), 2011, A2397449, 65.0, , 10.0, 3.0, 4.0, , 8.0, 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
